                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.69359,                0.52465,                0.89809,                0.64046,                0.55359,                0.59276,                0.29961,                 1.9315,                 1.3822,                 1.8149,             0.00014236,             0.00014236,             0.00014236
                    142,                0.69661,                0.54523,                0.89472,                0.70286,                0.54044,                0.61193,                 0.3021,                 1.9193,                  1.367,                 1.7746,             0.00014149,             0.00014149,             0.00014149
                    143,                0.70676,                0.52368,                0.89105,                0.74371,                0.54932,                0.63033,                0.29971,                 1.9209,                 1.3472,                 1.7605,             0.00014063,             0.00014063,             0.00014063
                    144,                0.71521,                0.51554,                0.90733,                0.73369,                0.53554,                0.61324,                0.29872,                 1.9283,                 1.3305,                 1.7812,             0.00013976,             0.00013976,             0.00013976
                    145,                0.70454,                0.50717,                0.89828,                0.73104,                0.53651,                0.59982,                0.30525,                 1.9391,                 1.3042,                 1.8186,             0.00013889,             0.00013889,             0.00013889
                    146,                0.67187,                0.52522,                0.88839,                0.72598,                0.51727,                0.59623,                0.30408,                 1.9385,                 1.2943,                 1.8446,             0.00013802,             0.00013802,             0.00013802
                    147,                0.63698,                0.51085,                0.90283,                0.70713,                0.51145,                0.59103,                0.30247,                 1.9259,                  1.307,                 1.8343,             0.00013715,             0.00013715,             0.00013715
                    148,                0.70168,                0.51925,                0.90179,                0.71174,                0.53227,                0.61794,                0.31106,                 1.9239,                 1.3095,                 1.8214,             0.00013629,             0.00013629,             0.00013629
                    149,                 0.7016,                0.52244,                0.88852,                0.78908,                0.57215,                0.66812,                0.32072,                 1.9189,                 1.3002,                 1.7995,             0.00013542,             0.00013542,             0.00013542
                    150,                0.67518,                0.51223,                0.90342,                 0.7748,                 0.5638,                0.65496,                 0.3159,                 1.9181,                 1.2926,                 1.8065,             0.00013455,             0.00013455,             0.00013455
                    151,                0.70057,                0.53408,                0.89164,                0.76579,                0.58096,                 0.6632,                0.31631,                 1.9186,                 1.2747,                 1.8256,             0.00013368,             0.00013368,             0.00013368
                    152,                0.68436,                0.49931,                0.87441,                0.74978,                0.58601,                0.64956,                0.31551,                 1.9243,                  1.267,                 1.8415,             0.00013281,             0.00013281,             0.00013281
                    153,                0.66105,                0.50419,                0.88747,                0.76008,                0.56686,                0.63915,                0.31633,                 1.9124,                 1.2825,                 1.8361,             0.00013195,             0.00013195,             0.00013195
                    154,                0.67431,                0.50079,                0.90205,                 0.7225,                0.54176,                0.61572,                0.31987,                 1.8752,                 1.3048,                 1.8161,             0.00013108,             0.00013108,             0.00013108
                    155,                0.64521,                0.49741,                0.89189,                0.71167,                 0.5437,                0.60987,                0.33042,                  1.843,                 1.3064,                 1.7859,             0.00013021,             0.00013021,             0.00013021
                    156,                 0.7718,                0.57282,                0.91847,                0.71311,                0.56201,                0.62226,                0.33354,                 1.8393,                 1.2986,                 1.7652,             0.00012934,             0.00012934,             0.00012934
