                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.89205,                0.74228,                0.95206,                0.66617,                0.45445,                0.52415,                  0.273,                 2.0444,                 1.4699,                 1.7708,             0.00013368,             0.00013368,             0.00013368
                    152,                 0.8427,                0.68322,                0.93672,                 0.7174,                0.44022,                0.53654,                0.27025,                 2.0416,                 1.4655,                 1.7619,             0.00013281,             0.00013281,             0.00013281
                    153,                0.82042,                0.72442,                0.95372,                0.71868,                0.45117,                 0.5329,                0.26503,                 2.0359,                 1.4575,                 1.7588,             0.00013195,             0.00013195,             0.00013195
                    154,                  0.881,                 0.7302,                0.94512,                0.70685,                0.45725,                0.53331,                0.26582,                 2.0271,                 1.4474,                 1.7596,             0.00013108,             0.00013108,             0.00013108
                    155,                0.81962,                0.69835,                0.93536,                0.78159,                0.43797,                0.54736,                0.27351,                 2.0128,                 1.4364,                 1.7508,             0.00013021,             0.00013021,             0.00013021
                    156,                0.90291,                0.75658,                0.98089,                0.77144,                0.43092,                0.53826,                0.27212,                 2.0268,                 1.4441,                 1.7509,             0.00012934,             0.00012934,             0.00012934
                    157,                0.83378,                0.72493,                0.94526,                0.79136,                0.44001,                0.54483,                0.27674,                 2.0333,                 1.4464,                 1.7464,             0.00012848,             0.00012848,             0.00012848
                    158,                 0.8592,                0.73166,                0.94952,                0.73896,                0.46306,                 0.5597,                0.28196,                 2.0235,                 1.4477,                 1.7459,             0.00012761,             0.00012761,             0.00012761
                    159,                0.80325,                0.69553,                0.93717,                0.67363,                0.52278,                0.56988,                0.29229,                 2.0199,                 1.4399,                 1.7438,             0.00012674,             0.00012674,             0.00012674
                    160,                0.78949,                0.70123,                0.93423,                  0.788,                0.48679,                0.59415,                0.29707,                 2.0013,                 1.4153,                 1.7318,             0.00012587,             0.00012587,             0.00012587
                    161,                0.82057,                0.70552,                0.95485,                0.76564,                0.48824,                0.58461,                0.29754,                  1.988,                 1.4116,                 1.7288,               0.000125,               0.000125,               0.000125
                    162,                0.82307,                0.71936,                0.94445,                0.62939,                  0.497,                0.56218,                0.29503,                 1.9819,                 1.4218,                 1.7288,             0.00012414,             0.00012414,             0.00012414
                    163,                0.81161,                0.69678,                0.95288,                0.70331,                0.44938,                0.56219,                0.29207,                 1.9867,                 1.4341,                 1.7383,             0.00012327,             0.00012327,             0.00012327
                    164,                0.82227,                0.69506,                0.93679,                0.75852,                0.39459,                0.53829,                0.28161,                 1.9913,                 1.4452,                  1.739,              0.0001224,              0.0001224,              0.0001224
                    165,                0.83834,                0.70638,                0.93734,                0.56732,                0.47045,                0.53618,                0.28388,                 1.9567,                 1.4517,                 1.6966,             0.00012153,             0.00012153,             0.00012153
                    166,                0.83159,                0.69745,                0.94786,                0.75409,                 0.4255,                0.56898,                 0.2927,                 1.9176,                 1.4456,                 1.6502,             0.00012066,             0.00012066,             0.00012066
                    167,                0.83214,                 0.6753,                0.94951,                0.78487,                 0.4381,                0.58041,                0.29871,                 1.9213,                 1.4601,                 1.6381,              0.0001198,              0.0001198,              0.0001198
                    168,                 0.8456,                0.70354,                0.95718,                0.76711,                0.44464,                0.58286,                0.29635,                 1.9412,                 1.4624,                 1.6551,             0.00011893,             0.00011893,             0.00011893
                    169,                0.81212,                0.67233,                 0.9321,                0.71479,                0.47499,                0.58894,                0.28917,                 1.9646,                 1.4611,                 1.6746,             0.00011806,             0.00011806,             0.00011806
                    170,                0.82418,                0.68242,                  0.947,                0.67699,                0.49661,                0.58235,                0.28741,                  1.982,                 1.4771,                 1.6917,             0.00011719,             0.00011719,             0.00011719
                    171,                0.78069,                 0.6603,                0.92799,                0.64537,                0.48364,                0.56238,                0.28275,                 1.9936,                 1.4672,                 1.6986,             0.00011632,             0.00011632,             0.00011632
                    172,                0.75584,                0.64492,                0.92766,                0.68738,                0.48853,                 0.5765,                0.28963,                  1.987,                 1.4471,                 1.6822,             0.00011546,             0.00011546,             0.00011546
                    173,                0.77713,                0.64967,                0.92417,                0.75218,                0.48413,                0.60058,                0.29982,                 1.9631,                 1.4277,                  1.658,             0.00011459,             0.00011459,             0.00011459
                    174,                0.77554,                0.67807,                0.91511,                0.74943,                0.48532,                 0.6032,                0.30281,                 1.9454,                 1.4183,                 1.6503,             0.00011372,             0.00011372,             0.00011372
                    175,                0.81089,                0.66699,                0.92605,                0.74092,                0.48662,                 0.6016,                0.30503,                 1.9314,                 1.4181,                 1.6602,             0.00011285,             0.00011285,             0.00011285
                    176,                 0.7538,                0.66832,                0.93426,                0.72143,                0.43542,                0.57036,                0.29345,                 1.9423,                 1.4198,                 1.7021,             0.00011199,             0.00011199,             0.00011199
                    177,                0.77935,                0.65974,                0.92388,                0.68166,                0.43626,                0.54732,                0.28656,                 1.9743,                 1.4345,                 1.7448,             0.00011112,             0.00011112,             0.00011112
                    178,                 0.8069,                0.67656,                0.92489,                0.67058,                 0.4321,                0.53994,                0.27877,                 1.9953,                 1.4442,                 1.7713,             0.00011025,             0.00011025,             0.00011025
                    179,                0.77332,                0.64745,                 0.9177,                0.70373,                0.42363,                 0.5301,                0.27423,                 1.9908,                 1.4449,                 1.7722,             0.00010938,             0.00010938,             0.00010938
                    180,                0.75031,                0.64024,                0.91155,                0.72839,                0.40458,                 0.5195,                 0.2722,                 2.0026,                 1.4544,                  1.778,             0.00010851,             0.00010851,             0.00010851
                    181,                0.76695,                0.63894,                0.91384,                0.72725,                0.39298,                0.49379,                0.26658,                 2.0105,                 1.4636,                 1.7822,             0.00010765,             0.00010765,             0.00010765
                    182,                0.77023,                0.63981,                0.94057,                0.70969,                0.39495,                0.48865,                0.26164,                 2.0432,                 1.4665,                 1.8071,             0.00010678,             0.00010678,             0.00010678
                    183,                0.80464,                0.65802,                0.93066,                0.65635,                0.39749,                0.47921,                0.25935,                 2.0536,                 1.4788,                  1.816,             0.00010591,             0.00010591,             0.00010591
                    184,                0.79405,                0.65811,                0.93812,                0.61866,                0.41723,                0.48575,                0.26445,                 2.0492,                 1.4882,                 1.8155,             0.00010504,             0.00010504,             0.00010504
                    185,                0.74942,                0.62796,                0.90645,                0.62742,                0.45589,                0.50947,                0.27511,                 2.0179,                 1.4752,                 1.7889,             0.00010417,             0.00010417,             0.00010417
                    186,                0.76276,                0.63818,                0.91223,                0.66566,                0.48021,                0.54318,                0.28441,                 1.9864,                 1.4403,                 1.7677,             0.00010331,             0.00010331,             0.00010331
                    187,                0.73887,                0.62504,                0.91944,                0.75205,                0.49269,                 0.5736,                  0.292,                 1.9613,                  1.418,                 1.7483,             0.00010244,             0.00010244,             0.00010244
                    188,                0.79599,                0.65161,                0.91929,                0.73776,                0.50746,                0.57771,                 0.2902,                 1.9712,                 1.4235,                 1.7704,             0.00010157,             0.00010157,             0.00010157
                    189,                0.78882,                 0.6548,                0.92579,                0.69771,                0.49164,                 0.5488,                0.28504,                 1.9906,                 1.4271,                 1.7931,              0.0001007,              0.0001007,              0.0001007
                    190,                0.77308,                0.65224,                0.93055,                0.67476,                 0.4616,                0.53834,                0.27937,                 2.0097,                 1.4372,                 1.8139,             9.9835e-05,             9.9835e-05,             9.9835e-05
                    191,                0.74758,                0.63143,                0.91329,                0.65717,                0.44681,                0.52675,                0.28215,                 2.0119,                 1.4326,                 1.8183,             9.8967e-05,             9.8967e-05,             9.8967e-05
                    192,                 0.7593,                0.62203,                0.92656,                0.65417,                0.43978,                0.53371,                0.28431,                 1.9873,                 1.4124,                 1.8035,             9.8099e-05,             9.8099e-05,             9.8099e-05
                    193,                0.75945,                0.64308,                0.92809,                0.60266,                0.47556,                0.54943,                0.29329,                 1.9583,                 1.3848,                 1.7862,             9.7231e-05,             9.7231e-05,             9.7231e-05
                    194,                0.77541,                0.62679,                0.91402,                0.69052,                0.49704,                 0.6027,                0.30677,                 1.9243,                 1.3634,                 1.7572,             9.6363e-05,             9.6363e-05,             9.6363e-05
                    195,                0.73973,                0.59296,                0.91479,                 0.6822,                  0.504,                0.61061,                0.31189,                 1.9053,                 1.3476,                 1.7424,             9.5495e-05,             9.5495e-05,             9.5495e-05
                    196,                0.74784,                0.63325,                0.91763,                0.68517,                0.53316,                0.62364,                0.31551,                 1.8986,                 1.3391,                 1.7371,             9.4627e-05,             9.4627e-05,             9.4627e-05
                    197,                0.76374,                0.62354,                0.92171,                 0.7866,                0.48489,                0.62021,                0.31152,                 1.8985,                 1.3358,                 1.7409,             9.3759e-05,             9.3759e-05,             9.3759e-05
                    198,                0.81586,                0.64726,                0.95044,                0.77777,                0.49079,                0.60672,                0.31306,                 1.9077,                 1.3405,                 1.7524,             9.2892e-05,             9.2892e-05,             9.2892e-05
                    199,                0.74263,                0.60491,                0.92512,                0.63153,                0.51221,                0.56246,                0.30342,                 1.9406,                 1.3478,                 1.7863,             9.2024e-05,             9.2024e-05,             9.2024e-05
                    200,                  0.746,                0.64945,                0.93123,                0.62129,                0.49314,                0.54755,                0.29135,                 1.9762,                 1.3663,                 1.8204,             9.1156e-05,             9.1156e-05,             9.1156e-05
